"","timestamp","water_depth","flowrate","flag"
"35",2023-05-31 03:33:00,1.207,-0.1541,"NA"
"36",2023-05-31 03:36:00,1.206,-0.1587,"NA"
"37",2023-05-31 03:39:00,1.206,-0.1587,"NA"
"38",2023-05-31 03:42:00,1.206,-0.1424,"NA"
"39",2023-05-31 03:45:00,1.206,-0.1424,"NA"
"40",2023-05-31 03:48:00,1.203,-0.1605,"NA"
"41",2023-05-31 03:51:00,1.203,-0.1605,"NA"
"42",2023-05-31 03:54:00,1.2,-0.214,"NA"
"43",2023-05-31 03:57:00,1.2,-0.214,"NA"
"44",2023-05-31 04:00:00,1.194,-0.3068,"NA"
"45",2023-05-31 04:03:00,1.194,-0.3068,"NA"
"46",2023-05-31 04:06:00,1.185,-0.3857,"NA"
"47",2023-05-31 04:09:00,1.185,-0.3857,"NA"
"48",2023-05-31 04:12:00,1.176,-0.428,"NA"
"49",2023-05-31 04:15:00,1.176,-0.428,"NA"
"50",2023-05-31 04:18:00,1.162,-0.4848,"NA"
"51",2023-05-31 04:21:00,1.162,-0.4848,"NA"
"52",2023-05-31 04:24:00,1.141,-0.4892,"NA"
"53",2023-05-31 04:27:00,1.141,-0.4892,"NA"
"54",2023-05-31 04:30:00,1.145,-0.437,"NA"
"55",2023-05-31 04:33:00,1.145,-0.437,"NA"
"56",2023-05-31 04:36:00,1.126,-0.4023,"NA"
"57",2023-05-31 04:39:00,1.126,-0.4023,"NA"
"58",2023-05-31 04:42:00,1.142,-0.4326,"NA"
"59",2023-05-31 04:45:00,1.142,-0.4326,"NA"
"60",2023-05-31 04:48:00,1.132,-0.4256,"NA"
"61",2023-05-31 04:51:00,1.132,-0.4256,"NA"
"62",2023-05-31 04:54:00,1.135,-0.3879,"NA"
"63",2023-05-31 04:57:00,1.135,-0.3879,"NA"
"64",2023-05-31 05:00:00,1.136,-0.3286,"NA"
"65",2023-05-31 05:03:00,1.136,-0.3286,"NA"
"66",2023-05-31 05:06:00,1.136,-0.2923,"NA"
"67",2023-05-31 05:09:00,1.136,-0.2923,"NA"
"68",2023-05-31 05:12:00,1.135,-0.275,"NA"
"69",2023-05-31 05:15:00,1.135,-0.275,"NA"
"70",2023-05-31 05:18:00,1.135,-0.2347,"NA"
"71",2023-05-31 05:21:00,1.135,-0.2347,"NA"
"72",2023-05-31 05:24:00,1.134,-0.261,"NA"
"73",2023-05-31 05:27:00,1.134,-0.261,"NA"
"74",2023-05-31 05:30:00,1.129,-0.3065,"NA"
"75",2023-05-31 05:33:00,1.129,-0.3065,"NA"
"76",2023-05-31 05:36:00,1.127,-0.3083,"NA"
"77",2023-05-31 05:39:00,1.127,-0.3083,"NA"
"78",2023-05-31 05:42:00,1.123,-0.2802,"NA"
"79",2023-05-31 05:45:00,1.123,-0.2802,"NA"
"80",2023-05-31 05:48:00,1.121,-0.2671,"NA"
"81",2023-05-31 05:51:00,1.121,-0.2671,"NA"
"82",2023-05-31 05:54:00,1.116,-0.3288,"NA"
"83",2023-05-31 05:57:00,1.116,-0.3288,"NA"
"84",2023-05-31 06:00:00,1.111,-0.3335,"NA"
"85",2023-05-31 06:03:00,1.111,-0.3335,"NA"
"86",2023-05-31 06:06:00,1.109,-0.3136,"NA"
"87",2023-05-31 06:09:00,1.109,-0.3136,"NA"
"88",2023-05-31 06:12:00,1.108,-0.287,"NA"
"89",2023-05-31 06:15:00,1.108,-0.287,"NA"
"90",2023-05-31 06:18:00,1.105,-0.2667,"NA"
"91",2023-05-31 06:21:00,1.105,-0.2667,"NA"
"92",2023-05-31 06:24:00,1.102,-0.3115,"NA"
"93",2023-05-31 06:27:00,1.102,-0.3115,"NA"
"94",2023-05-31 06:30:00,1.096,-0.3727,"NA"
"95",2023-05-31 06:33:00,1.096,-0.3727,"NA"
"96",2023-05-31 06:36:00,1.086,-0.4501,"NA"
"97",2023-05-31 06:39:00,1.086,-0.4501,"NA"
"98",2023-05-31 06:42:00,1.079,-0.4439,"NA"
"99",2023-05-31 06:45:00,1.079,-0.4439,"NA"
"100",2023-05-31 06:48:00,1.08,-0.3566,"NA"
"101",2023-05-31 06:51:00,1.08,-0.3566,"NA"
"102",2023-05-31 06:54:00,1.08,-0.2947,"NA"
"103",2023-05-31 06:57:00,1.08,-0.2947,"NA"
"104",2023-05-31 07:00:00,1.065,-0.3966,"NA"
"105",2023-05-31 07:03:00,1.065,-0.3966,"NA"
"106",2023-05-31 07:06:00,1.062,-0.4949,"NA"
"107",2023-05-31 07:09:00,1.062,-0.4949,"NA"
"108",2023-05-31 07:12:00,1.057,-0.4761,"NA"
"109",2023-05-31 07:15:00,1.057,-0.4761,"NA"
"110",2023-05-31 07:18:00,1.053,-0.4595,"NA"
"111",2023-05-31 07:21:00,1.053,-0.4595,"NA"
"112",2023-05-31 07:24:00,1.044,-0.5108,"NA"
"113",2023-05-31 07:27:00,1.044,-0.5108,"NA"
"114",2023-05-31 07:30:00,1.036,-0.4794,"NA"
"115",2023-05-31 07:33:00,1.036,-0.4794,"NA"
"116",2023-05-31 07:36:00,1.035,-0.3668,"NA"
"117",2023-05-31 07:39:00,1.035,-0.3668,"NA"
"118",2023-05-31 07:42:00,1.034,-0.3169,"NA"
"119",2023-05-31 07:45:00,1.034,-0.3169,"NA"
"120",2023-05-31 07:48:00,1.035,-0.2592,"NA"
"121",2023-05-31 07:51:00,1.035,-0.2592,"NA"
"122",2023-05-31 07:54:00,1.031,-0.2245,"NA"
"123",2023-05-31 07:57:00,1.031,-0.2245,"NA"
"124",2023-05-31 08:00:00,1.035,-0.1736,"NA"
"125",2023-05-31 08:03:00,1.035,-0.1736,"NA"
"126",2023-05-31 08:06:00,1.049,-0.0347,"NA"
"127",2023-05-31 08:09:00,1.049,-0.0347,"NA"
"128",2023-05-31 08:12:00,1.056,-0.0144,"NA"
"129",2023-05-31 08:15:00,1.056,-0.0144,"NA"
"130",2023-05-31 08:18:00,1.062,0.0319,"NA"
"131",2023-05-31 08:21:00,1.062,0.0319,"NA"
"132",2023-05-31 08:24:00,1.049,-0.0567,"NA"
"133",2023-05-31 08:27:00,1.049,-0.0567,"NA"
"134",2023-05-31 08:30:00,1.069,0.0078,"NA"
"135",2023-05-31 08:33:00,1.069,0.0078,"NA"
"136",2023-05-31 08:36:00,1.074,0.0432,"NA"
"137",2023-05-31 08:39:00,1.074,0.0432,"NA"
"138",2023-05-31 08:42:00,1.077,-0.0071,"NA"
"139",2023-05-31 08:45:00,1.077,-0.0071,"NA"
"140",2023-05-31 08:48:00,1.079,0.01,"NA"
"141",2023-05-31 08:51:00,1.079,0.01,"NA"
"142",2023-05-31 08:54:00,1.079,-0.0524,"NA"
"143",2023-05-31 08:57:00,1.079,-0.0524,"NA"
"144",2023-05-31 09:00:00,1.08,-0.0202,"NA"
"145",2023-05-31 09:03:00,1.08,-0.0202,"NA"
"146",2023-05-31 09:06:00,1.079,-0.1146,"NA"
"147",2023-05-31 09:09:00,1.079,-0.1146,"NA"
"148",2023-05-31 09:12:00,1.076,-0.179,"NA"
"149",2023-05-31 09:15:00,1.076,-0.179,"NA"
"150",2023-05-31 09:18:00,1.069,-0.1811,"NA"
"151",2023-05-31 09:21:00,1.069,-0.1811,"NA"
"152",2023-05-31 09:24:00,1.069,-0.1708,"NA"
"153",2023-05-31 09:27:00,1.069,-0.1708,"NA"
"154",2023-05-31 09:30:00,1.067,-0.1969,"NA"
"155",2023-05-31 09:33:00,1.067,-0.1969,"NA"
"156",2023-05-31 09:36:00,1.061,-0.2041,"NA"
"157",2023-05-31 09:39:00,1.061,-0.2041,"NA"
"158",2023-05-31 09:42:00,1.062,-0.1285,"NA"
"159",2023-05-31 09:45:00,1.062,-0.1285,"NA"
"160",2023-05-31 09:48:00,1.067,0.0042,"NA"
"161",2023-05-31 09:51:00,1.067,0.0042,"NA"
"162",2023-05-31 09:54:00,1.074,0.1836,"NA"
"163",2023-05-31 09:57:00,1.074,0.1836,"NA"
"164",2023-05-31 10:00:00,1.08,0.1223,"NA"
"165",2023-05-31 10:03:00,1.08,0.1223,"NA"
"166",2023-05-31 10:06:00,1.083,0.1299,"NA"
"167",2023-05-31 10:09:00,1.083,0.1299,"NA"
"168",2023-05-31 10:12:00,1.088,0.2047,"NA"
"169",2023-05-31 10:15:00,1.088,0.2047,"NA"
"170",2023-05-31 10:18:00,1.088,0.2325,"NA"
"171",2023-05-31 10:21:00,1.088,0.2325,"NA"
"172",2023-05-31 10:24:00,1.1,0.2649,"NA"
"173",2023-05-31 10:27:00,1.1,0.2649,"NA"
"174",2023-05-31 10:30:00,1.106,0.2723,"NA"
"175",2023-05-31 10:33:00,1.106,0.2723,"NA"
"176",2023-05-31 10:36:00,1.109,0.2594,"NA"
"177",2023-05-31 10:39:00,1.109,0.2594,"NA"
"178",2023-05-31 10:42:00,1.115,0.3369,"NA"
"179",2023-05-31 10:45:00,1.115,0.3369,"NA"
"180",2023-05-31 10:48:00,1.119,0.2727,"NA"
"181",2023-05-31 10:51:00,1.119,0.2727,"NA"
"182",2023-05-31 10:54:00,1.119,0.2096,"NA"
"183",2023-05-31 10:57:00,1.119,0.2096,"NA"
"184",2023-05-31 11:00:00,1.123,0.2658,"NA"
"185",2023-05-31 11:03:00,1.123,0.2658,"NA"
"186",2023-05-31 11:06:00,1.126,0.2816,"NA"
"187",2023-05-31 11:09:00,1.126,0.2816,"NA"
"188",2023-05-31 11:12:00,1.128,0.2525,"NA"
"189",2023-05-31 11:15:00,1.128,0.2525,"NA"
"190",2023-05-31 11:18:00,1.128,0.1725,"NA"
"191",2023-05-31 11:21:00,1.128,0.1725,"NA"
"192",2023-05-31 11:24:00,1.12,0.0637,"NA"
"193",2023-05-31 11:27:00,1.12,0.0637,"NA"
"194",2023-05-31 11:30:00,1.118,-0.104,"NA"
"195",2023-05-31 11:33:00,1.118,-0.104,"NA"
"196",2023-05-31 11:36:00,1.106,-0.1815,"NA"
"197",2023-05-31 11:39:00,1.106,-0.1815,"NA"
"198",2023-05-31 11:42:00,1.107,-0.1672,"NA"
"199",2023-05-31 11:45:00,1.107,-0.1672,"NA"
"200",2023-05-31 11:48:00,1.109,0.005,"NA"
"201",2023-05-31 11:51:00,1.109,0.005,"NA"
"202",2023-05-31 11:54:00,1.111,0.0898,"NA"
"203",2023-05-31 11:57:00,1.111,0.0898,"NA"
"204",2023-05-31 12:00:00,1.108,0.0031,"NA"
"205",2023-05-31 12:03:00,1.108,0.0031,"NA"
"206",2023-05-31 12:06:00,1.107,0.125,"NA"
"207",2023-05-31 12:09:00,1.107,0.125,"NA"
"208",2023-05-31 12:12:00,1.107,0.0621,"NA"
"209",2023-05-31 12:15:00,1.107,0.0621,"NA"
"210",2023-05-31 12:18:00,1.104,0.0879,"NA"
"211",2023-05-31 12:21:00,1.104,0.0879,"NA"
"212",2023-05-31 12:24:00,1.112,0.1385,"NA"
"213",2023-05-31 12:27:00,1.112,0.1385,"NA"
"214",2023-05-31 12:30:00,1.114,0.1663,"NA"
"215",2023-05-31 12:33:00,1.114,0.1663,"NA"
"216",2023-05-31 12:36:00,1.122,0.29,"NA"
"217",2023-05-31 12:39:00,1.122,0.29,"NA"
"218",2023-05-31 12:42:00,1.125,0.251,"NA"
"219",2023-05-31 12:45:00,1.125,0.251,"NA"
"220",2023-05-31 12:48:00,1.128,0.2896,"NA"
"221",2023-05-31 12:51:00,1.128,0.2896,"NA"
"222",2023-05-31 12:54:00,1.128,0.1472,"NA"
"223",2023-05-31 12:57:00,1.128,0.1472,"NA"
"224",2023-05-31 13:00:00,1.126,0.0686,"NA"
"225",2023-05-31 13:03:00,1.126,0.0686,"NA"
"226",2023-05-31 13:06:00,1.123,-0.0077,"NA"
"227",2023-05-31 13:09:00,1.123,-0.0077,"NA"
"228",2023-05-31 13:12:00,1.12,-0.0496,"NA"
"229",2023-05-31 13:15:00,1.12,-0.0496,"NA"
"230",2023-05-31 13:18:00,1.117,-0.08,"NA"
"231",2023-05-31 13:21:00,1.117,-0.08,"NA"
"232",2023-05-31 13:24:00,1.109,-0.292,"NA"
"233",2023-05-31 13:27:00,1.109,-0.292,"NA"
"234",2023-05-31 13:30:00,1.096,-0.4359,"NA"
"235",2023-05-31 13:33:00,1.096,-0.4359,"NA"
"236",2023-05-31 13:36:00,1.087,-0.452,"NA"
"237",2023-05-31 13:39:00,1.087,-0.452,"NA"
"238",2023-05-31 13:42:00,1.079,-0.4463,"NA"
"239",2023-05-31 13:45:00,1.079,-0.4463,"NA"
"240",2023-05-31 13:48:00,1.071,-0.4753,"NA"
"241",2023-05-31 13:51:00,1.071,-0.4753,"NA"
"242",2023-05-31 13:54:00,1.064,-0.4578,"NA"
"243",2023-05-31 13:57:00,1.064,-0.4578,"NA"
"244",2023-05-31 14:00:00,1.058,-0.3942,"NA"
"245",2023-05-31 14:03:00,1.058,-0.3942,"NA"
"246",2023-05-31 14:06:00,1.055,-0.3837,"NA"
"247",2023-05-31 14:09:00,1.055,-0.3837,"NA"
"248",2023-05-31 14:12:00,1.05,-0.3963,"NA"
"249",2023-05-31 14:15:00,1.05,-0.3963,"NA"
"250",2023-05-31 14:18:00,1.048,-0.3395,"NA"
"251",2023-05-31 14:21:00,1.048,-0.3395,"NA"
"252",2023-05-31 14:24:00,1.048,-0.2834,"NA"
"253",2023-05-31 14:27:00,1.048,-0.2834,"NA"
"254",2023-05-31 14:30:00,1.048,-0.2426,"NA"
"255",2023-05-31 14:33:00,1.048,-0.2426,"NA"
"256",2023-05-31 14:36:00,1.046,-0.2426,"NA"
"257",2023-05-31 14:39:00,1.046,-0.2426,"NA"
"258",2023-05-31 14:42:00,1.046,-0.2092,"NA"
"259",2023-05-31 14:45:00,1.046,-0.2092,"NA"
"260",2023-05-31 14:48:00,1.043,-0.2534,"NA"
"261",2023-05-31 14:51:00,1.043,-0.2534,"NA"
"262",2023-05-31 14:54:00,1.041,-0.2243,"NA"
"263",2023-05-31 14:57:00,1.041,-0.2243,"NA"
"264",2023-05-31 15:00:00,1.035,-0.2847,"NA"
"265",2023-05-31 15:03:00,1.035,-0.2847,"NA"
"266",2023-05-31 15:06:00,1.029,-0.3049,"NA"
"267",2023-05-31 15:09:00,1.029,-0.3049,"NA"
"268",2023-05-31 15:12:00,1.02,-0.3387,"NA"
"269",2023-05-31 15:15:00,1.02,-0.3387,"NA"
"270",2023-05-31 15:18:00,1.01,-0.3664,"NA"
"271",2023-05-31 15:21:00,1.01,-0.3664,"NA"
"272",2023-05-31 15:24:00,1.001,-0.3558,"NA"
"273",2023-05-31 15:27:00,1.001,-0.3558,"NA"
"274",2023-05-31 15:30:00,0.99,-0.3662,"NA"
"275",2023-05-31 15:33:00,0.99,-0.3662,"NA"
"276",2023-05-31 15:36:00,0.978,-0.3548,"NA"
"277",2023-05-31 15:39:00,0.978,-0.3548,"NA"
"278",2023-05-31 15:42:00,0.967,-0.3387,"NA"
"279",2023-05-31 15:45:00,0.967,-0.3387,"NA"
"280",2023-05-31 15:48:00,0.956,-0.3267,"NA"
"281",2023-05-31 15:51:00,0.956,-0.3267,"NA"
"282",2023-05-31 15:54:00,0.948,-0.2986,"NA"
"283",2023-05-31 15:57:00,0.948,-0.2986,"NA"
"284",2023-05-31 16:00:00,0.94,-0.2862,"NA"
"285",2023-05-31 16:03:00,0.94,-0.2862,"NA"
"286",2023-05-31 16:06:00,0.932,-0.2771,"NA"
"287",2023-05-31 16:09:00,0.932,-0.2771,"NA"
"288",2023-05-31 16:12:00,0.926,-0.2658,"NA"
"289",2023-05-31 16:15:00,0.926,-0.2658,"NA"
"290",2023-05-31 16:18:00,0.92,-0.2319,"NA"
"291",2023-05-31 16:21:00,0.92,-0.2319,"NA"
"292",2023-05-31 16:24:00,0.915,-0.2279,"NA"
"293",2023-05-31 16:27:00,0.915,-0.2279,"NA"
"294",2023-05-31 16:30:00,0.911,-0.1945,"NA"
"295",2023-05-31 16:33:00,0.911,-0.1945,"NA"
"296",2023-05-31 16:36:00,0.907,-0.1911,"NA"
"297",2023-05-31 16:39:00,0.907,-0.1911,"NA"
"298",2023-05-31 16:42:00,0.902,-0.1851,"NA"
"299",2023-05-31 16:45:00,0.902,-0.1851,"NA"
"300",2023-05-31 16:48:00,0.898,-0.178,"NA"
"301",2023-05-31 16:51:00,0.898,-0.178,"NA"
"302",2023-05-31 16:54:00,0.893,-0.1789,"NA"
"303",2023-05-31 16:57:00,0.893,-0.1789,"NA"
"304",2023-05-31 17:00:00,0.885,-0.1806,"NA"
"305",2023-05-31 17:03:00,0.885,-0.1806,"NA"
"306",2023-05-31 17:06:00,0.877,-0.1724,"NA"
"307",2023-05-31 17:09:00,0.877,-0.1724,"NA"
"308",2023-05-31 17:12:00,0.868,-0.1815,"NA"
"309",2023-05-31 17:15:00,0.868,-0.1815,"NA"
"310",2023-05-31 17:18:00,0.861,-0.167,"NA"
"311",2023-05-31 17:21:00,0.861,-0.167,"NA"
"312",2023-05-31 17:24:00,0.852,-0.1461,"NA"
"313",2023-05-31 17:27:00,0.852,-0.1461,"NA"
"314",2023-05-31 17:30:00,0.844,-0.1354,"NA"
"315",2023-05-31 17:33:00,0.844,-0.1354,"NA"
"316",2023-05-31 17:36:00,0.835,-0.1397,"NA"
"317",2023-05-31 17:39:00,0.835,-0.1397,"NA"
"318",2023-05-31 17:42:00,0.826,-0.1226,"NA"
"319",2023-05-31 17:45:00,0.826,-0.1226,"NA"
"320",2023-05-31 17:48:00,0.819,-0.1118,"NA"
"321",2023-05-31 17:51:00,0.819,-0.1118,"NA"
"322",2023-05-31 17:54:00,0.812,-0.1521,"NA"
"323",2023-05-31 17:57:00,0.812,-0.1521,"NA"
"324",2023-05-31 18:00:00,0.806,-0.1462,"NA"
"325",2023-05-31 18:03:00,0.806,-0.1462,"NA"
"326",2023-05-31 18:06:00,0.801,-0.1362,"NA"
"327",2023-05-31 18:09:00,0.801,-0.1362,"NA"
"328",2023-05-31 18:12:00,0.796,-0.1299,"NA"
"329",2023-05-31 18:15:00,0.796,-0.1299,"NA"
"330",2023-05-31 18:18:00,0.793,-0.1147,"NA"
"331",2023-05-31 18:21:00,0.793,-0.1147,"NA"
"332",2023-05-31 18:24:00,0.792,-0.1124,"NA"
"333",2023-05-31 18:27:00,0.792,-0.1124,"NA"
"334",2023-05-31 18:30:00,0.789,-0.11,"NA"
"335",2023-05-31 18:33:00,0.789,-0.11,"NA"
"336",2023-05-31 18:36:00,0.786,-0.1178,"NA"
"337",2023-05-31 18:39:00,0.786,-0.1178,"NA"
"338",2023-05-31 18:42:00,0.78,-0.1085,"NA"
"339",2023-05-31 18:45:00,0.78,-0.1085,"NA"
"340",2023-05-31 18:48:00,0.778,-0.0909,"NA"
"341",2023-05-31 18:51:00,0.778,-0.0909,"NA"
"342",2023-05-31 18:54:00,0.775,-0.0949,"NA"
"343",2023-05-31 18:57:00,0.775,-0.0949,"NA"
"344",2023-05-31 19:00:00,0.771,-0.0993,"NA"
"345",2023-05-31 19:03:00,0.771,-0.0993,"NA"
"346",2023-05-31 19:06:00,0.767,-0.1189,"NA"
"347",2023-05-31 19:09:00,0.767,-0.1189,"NA"
"348",2023-05-31 19:12:00,0.761,-0.1151,"NA"
"349",2023-05-31 19:15:00,0.761,-0.1151,"NA"
"350",2023-05-31 19:18:00,0.759,-0.0908,"NA"
"351",2023-05-31 19:21:00,0.759,-0.0908,"NA"
"352",2023-05-31 19:24:00,0.756,-0.0861,"NA"
"353",2023-05-31 19:27:00,0.756,-0.0861,"NA"
"354",2023-05-31 19:30:00,0.754,-0.0956,"NA"
"355",2023-05-31 19:33:00,0.754,-0.0956,"NA"
"356",2023-05-31 19:36:00,0.751,-0.0869,"NA"
"357",2023-05-31 19:39:00,0.751,-0.0869,"NA"
"358",2023-05-31 19:42:00,0.75,-0.0834,"NA"
"359",2023-05-31 19:45:00,0.75,-0.0834,"NA"
"360",2023-05-31 19:48:00,0.751,-0.0607,"NA"
"361",2023-05-31 19:51:00,0.751,-0.0607,"NA"
"362",2023-05-31 19:54:00,0.752,-0.059,"NA"
"363",2023-05-31 19:57:00,0.752,-0.059,"NA"
"364",2023-05-31 20:00:00,0.753,-0.0641,"NA"
"365",2023-05-31 20:03:00,0.753,-0.0641,"NA"
"366",2023-05-31 20:06:00,0.755,-0.067,"NA"
"367",2023-05-31 20:09:00,0.755,-0.067,"NA"
"368",2023-05-31 20:12:00,0.757,-0.0607,"NA"
"369",2023-05-31 20:15:00,0.757,-0.0607,"NA"
"370",2023-05-31 20:18:00,0.761,-0.0553,"NA"
"371",2023-05-31 20:21:00,0.761,-0.0553,"NA"
"372",2023-05-31 20:24:00,0.763,-0.0578,"NA"
"373",2023-05-31 20:27:00,0.763,-0.0578,"NA"
"374",2023-05-31 20:30:00,0.767,-0.0538,"NA"
"375",2023-05-31 20:33:00,0.767,-0.0538,"NA"
"376",2023-05-31 20:36:00,0.771,-0.0563,"NA"
"377",2023-05-31 20:39:00,0.771,-0.0563,"NA"
"378",2023-05-31 20:42:00,0.777,-0.0401,"NA"
"379",2023-05-31 20:45:00,0.777,-0.0401,"NA"
"380",2023-05-31 20:48:00,0.785,-0.0271,"NA"
"381",2023-05-31 20:51:00,0.785,-0.0271,"NA"
"382",2023-05-31 20:54:00,0.792,-0.0147,"NA"
"383",2023-05-31 20:57:00,0.792,-0.0147,"NA"
"384",2023-05-31 21:00:00,0.796,-0.0331,"NA"
"385",2023-05-31 21:03:00,0.796,-0.0331,"NA"
"386",2023-05-31 21:06:00,0.798,-0.0294,"NA"
"387",2023-05-31 21:09:00,0.798,-0.0294,"NA"
"388",2023-05-31 21:12:00,0.804,-0.0167,"NA"
"389",2023-05-31 21:15:00,0.804,-0.0167,"NA"
"390",2023-05-31 21:18:00,0.813,0.0029,"NA"
"391",2023-05-31 21:21:00,0.813,0.0029,"NA"
"392",2023-05-31 21:24:00,0.826,0.0116,"NA"
"393",2023-05-31 21:27:00,0.826,0.0116,"NA"
"394",2023-05-31 21:30:00,0.837,0.0075,"NA"
"395",2023-05-31 21:33:00,0.837,0.0075,"NA"
"396",2023-05-31 21:36:00,0.843,0.0083,"NA"
"397",2023-05-31 21:39:00,0.843,0.0083,"NA"
"398",2023-05-31 21:42:00,0.853,0.0281,"NA"
"399",2023-05-31 21:45:00,0.853,0.0281,"NA"
"400",2023-05-31 21:48:00,0.862,0.0047,"NA"
"401",2023-05-31 21:51:00,0.862,0.0047,"NA"
"402",2023-05-31 21:54:00,0.871,0.0044,"NA"
"403",2023-05-31 21:57:00,0.871,0.0044,"NA"
"404",2023-05-31 22:00:00,0.882,0.0203,"NA"
"405",2023-05-31 22:03:00,0.882,0.0203,"NA"
"406",2023-05-31 22:06:00,0.889,0.0086,"NA"
"407",2023-05-31 22:09:00,0.889,0.0086,"NA"
"408",2023-05-31 22:12:00,0.898,0.056,"NA"
"409",2023-05-31 22:15:00,0.898,0.056,"NA"
"410",2023-05-31 22:18:00,0.908,0.0549,"NA"
"411",2023-05-31 22:21:00,0.908,0.0549,"NA"
"412",2023-05-31 22:24:00,0.916,0.0515,"NA"
"413",2023-05-31 22:27:00,0.916,0.0515,"NA"
"414",2023-05-31 22:30:00,0.922,0.0301,"NA"
"415",2023-05-31 22:33:00,0.922,0.0301,"NA"
"416",2023-05-31 22:36:00,0.926,0.0216,"NA"
"417",2023-05-31 22:39:00,0.926,0.0216,"NA"
"418",2023-05-31 22:42:00,0.931,0.0352,"NA"
"419",2023-05-31 22:45:00,0.931,0.0352,"NA"
"420",2023-05-31 22:48:00,0.938,0.0515,"NA"
"421",2023-05-31 22:51:00,0.938,0.0515,"NA"
"422",2023-05-31 22:54:00,0.944,0.0596,"NA"
"423",2023-05-31 22:57:00,0.944,0.0596,"NA"
"424",2023-05-31 23:00:00,0.952,0.0909,"NA"
"425",2023-05-31 23:03:00,0.952,0.0909,"NA"
"426",2023-05-31 23:06:00,0.953,0.1153,"NA"
"427",2023-05-31 23:09:00,0.953,0.1153,"NA"
"428",2023-05-31 23:12:00,0.969,0.1372,"NA"
"429",2023-05-31 23:15:00,0.969,0.1372,"NA"
"430",2023-05-31 23:18:00,0.98,0.1454,"NA"
"431",2023-05-31 23:21:00,0.98,0.1454,"NA"
"432",2023-05-31 23:24:00,0.99,0.1545,"NA"
"433",2023-05-31 23:27:00,0.99,0.1545,"NA"
"434",2023-05-31 23:30:00,0.998,0.1504,"NA"
"435",2023-05-31 23:33:00,0.998,0.1504,"NA"
"436",2023-05-31 23:36:00,1.007,0.1902,"NA"
"437",2023-05-31 23:39:00,1.007,0.1902,"NA"
"438",2023-05-31 23:42:00,1.019,0.1988,"NA"
"439",2023-05-31 23:45:00,1.019,0.1988,"NA"
"440",2023-05-31 23:48:00,1.027,0.212,"NA"
"441",2023-05-31 23:51:00,1.027,0.212,"NA"
"442",2023-05-31 23:54:00,1.034,0.2213,"NA"
"443",2023-05-31 23:57:00,1.034,0.2213,"NA"
"444",2023-06-01,1.042,0.2702,"NA"
"445",2023-06-01 00:03:00,1.042,0.2702,"NA"
"446",2023-06-01 00:06:00,1.049,0.2977,"NA"
"447",2023-06-01 00:09:00,1.049,0.2977,"NA"
"448",2023-06-01 00:12:00,1.056,0.2846,"NA"
"449",2023-06-01 00:15:00,1.056,0.2846,"NA"
"450",2023-06-01 00:18:00,1.061,0.2747,"NA"
"451",2023-06-01 00:21:00,1.061,0.2747,"NA"
"452",2023-06-01 00:24:00,1.067,0.2932,"NA"
"453",2023-06-01 00:27:00,1.067,0.2932,"NA"
"454",2023-06-01 00:30:00,1.073,0.3035,"NA"
"455",2023-06-01 00:33:00,1.073,0.3035,"NA"
"456",2023-06-01 00:36:00,1.078,0.3043,"NA"
