"","datetime_15min","depth_m","temp_c","salinity_ppt","odo_mg_l","chlorophyll_ug_l","p_h","amb_t_c","ch4d_ppm","co2d_ppm","h2o_ppm","radon_concentration_rad7","radon_concentration_uncertainty_rad7","rh_sample_rad7","total_counts_rad7","water_depth","flowrate","cross_area","mean_velocity","total_volume","temp_k","ln_pH2O","pH2O","pCH4_uatm","pCH4_atm","CH4_M","CH4_nM","CH4_gL","CH4_mgL","CH4_ugL","C_CH4_nM","Kh","Beta1","Beta2","Beta","Kw","Rad_w_Bqm3","Rad_err_w_Bqm3"
"17",2024-01-24 17:00:00,1.0915,4.7675,8.397,0.36,25.674,5.63,18.2131193333333,5797.26414444444,8808.64946666667,6642.44128888889,977.5138,230.3601,30,176,0.81045,-0.011995,1.59215,-0.0076,2885.77835,277.9175,-4.77213924924159,0.0084622583268405,5748.20619766522,0.00574820619766522,8.42020236658793e-06,8420.20236658793,0.00013506004596007,0.13506004596007,135.06004596007,11949.7909145618,0.00207887304380548,-0.879646006888084,-0.0561506707901191,0.392273225688799,0.399119876259809,390.145186898256,91.9412946071973
"18",2024-01-24 18:00:00,1.0482,4.8063,8.364,0.36,24.401,5.621,17.7737897222222,5812.42217777778,8496.94626666667,7041.23598888889,977.5138,230.3601,30,176,0.7704,-0.021205,1.51815,-0.01395,2814.284,277.9563,-4.76942828333215,0.00848523034455026,5763.10243673956,0.00576310243673956,8.44202297343358e-06,8442.02297343358,0.000135410048493875,0.135410048493875,135.410048493875,11970.3474953585,0.00207706658466592,-0.881327460432278,-0.0558741363943873,0.391722500475384,0.398615181617741,389.651840920848,91.825033098981
"19",2024-01-24 19:00:00,1.0025,4.7947,8.265,0.36,25.053,5.604,17.5557022777778,5536.15831666667,7752.46898888889,6950.0827,977.5138,230.3601,30,176,0.73445,-0.022325,1.45155,-0.01545,2745.27105,277.9447,-4.77023868907657,0.00847835665082491,5489.22079198254,0.00548922079198254,8.0408301849277e-06,8040.8301849277,0.00012897491616624,0.12897491616624,128.97491616624,11413.0949652356,0.00207918307492847,-0.880824870859051,-0.0552292822059074,0.392172237989783,0.399056178057473,390.082921026437,91.9266210829372
"20",2024-01-24 20:00:00,0.9531,4.8092,8.277,0.36,25.231,5.62,17.4817423333333,5346.76345555556,7989.47584444444,6652.56606111111,977.5138,230.3601,30,176,0.6955,-0.018375,1.3798,-0.0133,2676.1669,277.9592,-4.7692256937845,0.00848694953764892,5301.38574391851,0.00530138574391851,7.76568189312159e-06,7765.68189312159,0.00012456153756567,0.12456153756567,124.56153756567,11017.1034114719,0.00207815540004992,-0.881453092764154,-0.0552888199360884,0.3919026104845,0.398802621593202,389.835066083533,91.8682117904722
"21",2024-01-24 21:00:00,0.9217,4.8447,8.274,0.36,27.453,5.622,17.2077406734738,5231.41849829508,8073.72736206557,6554.45109794262,977.5138,230.3601,30,176,0.61115,-0.01379,1.2238,-0.0108,2621.6027,277.9947,-4.76674610362147,0.00850801980603542,5186.90948609793,0.00518690948609793,7.59799249161569e-06,7597.99249161569,0.000121871799565516,0.121871799565516,121.871799565516,10768.6002227822,0.00207611107377995,-0.88299051762716,-0.0552182816354849,0.391328155244753,0.398268911289835,389.31335689679,91.7452662316175
"22",2024-01-24 22:00:00,0.8959,4.8426,8.28,0.36,26.174,5.629,17.229209057971,5254.44335507246,8231.37822463768,6648.56934782609,977.5138,230.3601,30,176,0.64785,-0.00636,1.29155,-0.00505,2573.93885,277.9926,-4.76689276377923,0.00850677211001738,5209.74500288587,0.00520974500288587,7.63144287002733e-06,7631.44287002733,0.000122408343635238,0.122408343635238,122.408343635238,10816.200072698,0.00207614769373675,-0.88289959648106,-0.0552613117538144,0.391346896801076,0.398284976546449,389.329060906831,91.7489670257377
"23",2024-01-24 23:00:00,0.9511,4.8161,8.266,0.36,24.639,5.629,NA,NA,NA,NA,977.5138,230.3601,30,176,0.70645,0.007785,1.39985,0.00555,2587.4877,277.9661,-4.7687436894941,0.00849104126973259,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8817519868532,-0.0552055317976185,0.391818123057956,0.398726544300715,389.76069948026,91.8506866177671
"24",2024-01-25,1.0026,4.7973,8.267,0.36,38.374,5.63,17.12846,83602,8323.967,5.989019,977.5138,230.3601,30,176,0.7635,0.016175,1.50545,0.01085,2626.78845,277.9473,-4.77005703979374,0.00847989687810038,82893.0636611971,0.082893063661197,0.000121425075373468,121425.075373468,0.00194765820899042,1.94765820899042,1947.65820899042,172334.757221433,0.00207900093940072,-0.880937528627967,-0.0552389478522324,0.392124269076189,0.399011099594363,390.038856206664,91.9162368036675
"25",2024-01-25 01:00:00,1.067,4.7328,8.226,0.362,24.56,5.621,8.558944238,1761.78438641467,2089.69432075,2279.75833335033,977.5138,230.3601,30,176,0.79355,0.04279,1.5608,0.0262,2734.77495,277.8828,-4.77456446844998,0.00844176036169078,1746.91182481559,0.00174691182481559,2.55894631746286e-06,2558.94631746286,4.10454989321043e-05,0.0410454989321043,41.0454989321043,3639.51939227331,0.00208340188701712,-0.878141318791023,-0.0550563880567133,0.393294058342469,0.400108563630125,391.111642446625,92.1690487286918
"26",2024-01-25 02:00:00,1.1228,4.6521,6.837,0.413,28.576,5.561,16.6892321809851,4894.99175509559,7172.08939270588,6432.96768986567,977.5138,230.3601,30,176,0.4326,0.010635,0.8933,0.01145,2823.88315,277.8021,-4.7802073111161,0.00839425898408562,4853.90192657835,0.00485390192657835,7.11018969812903e-06,7110.18969812903,0.00011404744275799,0.11404744275799,114.04744275799,10234.5277039516,0.00210851555279902,-0.874638603982348,-0.0458551092382321,0.398322335527341,0.405106283311001,395.996982403213,93.3203239341505
"27",2024-01-25 03:00:00,1.1745,4.4495,7.779,5.305,56.432,5.77,17.2938712777778,3918.69157777778,2869.13435,6254.93580555556,977.5138,230.3601,30,176,0.142,0.007105,0.3556,0.0183,2864.2987,277.5995,-4.79439011509353,0.00827604513908366,3886.26030939394,0.00388626030939394,5.69274955161262e-06,5692.74955161262,9.13117028078664e-05,0.0913117028078664,91.3117028078665,8187.73681152731,0.00210684209488895,-0.865824314498393,-0.0524463212306705,0.39920882194473,0.405711767773919,396.588851821401,93.4598033955768
"28",2024-01-25 04:00:00,1.1695,4.4714,7.916,7.311,58.415,5.944,17.5020899444444,2447.03478333333,1227.51576111111,5798.98633333333,977.5138,230.3601,30,176,0.57785,-0.00702,1.16185,-0.005,2881.34295,277.6214,-4.79285590586318,0.00828875206884586,2426.75191871044,0.00242675191871044,3.5548032806038e-06,3554.8032806038,5.7019044620885e-05,0.057019044620885,57.019044620885,5104.69643146542,0.00210350979517429,-0.866778515592141,-0.0533398325785665,0.398471879875786,0.404994768997794,395.887975623156,93.2946354858088
"29",2024-01-25 05:00:00,1.1478,4.4282,8.035,6.75,41.834,5.86,17.705695,1609.63891666667,1367.91856666667,6337.86647777778,977.5138,230.3601,30,176,0.79185,-0.03992,1.55775,-0.02575,2786.4421,277.5782,-4.79588255237595,0.00826370287321613,1596.33733892617,0.00159633733892617,2.33837878755261e-06,2338.37878755261,3.75075957523438e-05,0.0375075957523438,37.5075957523438,3359.26425539267,0.00210435737702683,-0.864895924819226,-0.0542020659855741,0.398878671094439,0.405345134690779,396.230462923096,93.3753457618814
"30",2024-01-25 06:00:00,1.0986,4.4148,8.05,6.792,46.031,5.858,18.0446757777778,1152.94163888889,1556.34135,6349.01207222222,977.5138,230.3601,30,176,0.3952,-0.03277,0.8239,-0.0206,2615.86445,277.5648,-4.79682158859135,0.00825594659930701,1143.4230142861,0.0011434230142861,1.67493176824686e-06,1674.93176824686,2.68659055626796e-05,0.0268659055626796,26.8659055626796,2406.84023922051,0.00210494297311588,-0.864311700118225,-0.0543220338361345,0.399063896242684,0.405513785640935,396.395321554256,93.4141962116243
"31",2024-01-25 07:00:00,1.044,4.3981,7.983,6.148,40.753,5.804,18.4342971111111,917.056481111111,1818.83395555556,6110.91431111111,977.5138,230.3601,30,176,0.15795,0.000615,0.38515,0.01545,2589.71735,277.5481,-4.79799202273145,0.00824628921042079,909.494168145578,0.000909494168145578,1.33226343726637e-06,1332.26343726637,2.13695055337525e-05,0.0213695055337525,21.3695055337525,1916.24507077583,0.00210693497318733,-0.863583418236459,-0.0538931355814314,0.39952595234611,0.405958883303509,396.83041066177,93.5167289536847
"32",2024-01-25 08:00:00,0.9881,4.3683,7.942,5.59,31.854,5.753,18.8087502222222,812.788042222222,2077.52152222222,6356.20078333333,977.5138,230.3601,30,176,0.10215,0.006705,0.28175,0.0246,2595.554,277.5183,-4.80008097542475,0.00822908108228554,806.099543520063,0.000806099543520063,1.18080685532993e-06,1180.80685532993,1.89401419594921e-05,0.0189401419594921,18.9401419594921,1700.33557813293,0.0021093369817677,-0.862283350424953,-0.0536576018454801,0.400139936313496,0.406539098985282,397.397579497679,93.6503874961594
"33",2024-01-25 09:00:00,0.9441,4.339,7.501,5.268,24.57,5.729,19.8124136111111,636.285577222222,2056.73826111111,4404.87817222222,977.5138,230.3601,30,176,0.2459,0.00387,0.54805,0.0044,2629.8173,277.489,-4.80213537053625,0.00821219265220871,631.060277480251,0.000631060277480251,9.24402336864171e-07,924.402336864171,1.48274134833013e-05,0.0148274134833013,14.8274134833013,1336.35111587705,0.00211762832104239,-0.861004472126883,-0.0507164724950768,0.401832097861303,0.408215218756856,399.036009704846,94.0364986143512
"34",2024-01-25 10:00:00,0.9432,4.3358,5.606,5.003,22.302,5.695,22.0795692777778,726.85389,2547.15076111111,2484.06188888889,977.5138,230.3601,30,176,0.2487,0.0047,0.5529,0.01105,2648.5325,277.4858,-4.80235977088693,0.00821035004006614,720.886165135116,0.000720886165135116,1.05598289013652e-06,1055.98289013652,1.69379655577898e-05,0.0169379655577898,16.9379655577898,1547.07636750029,0.00214607581934982,-0.86086476194264,-0.0379069504094634,0.407069351051177,0.413530897059918,404.23215860245,95.2610187998125
"35",2024-01-25 11:00:00,0.9833,4.3886,5.284,5.056,24.238,5.695,24.5051053888889,801.520820555556,2781.30611666667,2027.59487222222,977.5138,230.3601,30,176,0.7596,0.002015,1.49795,0.00135,2648.06435,277.5386,-4.79865790924732,0.00824079994550364,794.915647821201,0.000794915647821201,1.16442423755441e-06,1164.42423755441,1.86773647703727e-05,0.0186773647703727,18.6773647703727,1707.19935225001,0.00214764844160422,-0.863169036535176,-0.0356809673181613,0.407037482228122,0.413577202874311,404.277423175038,95.2716858118465
"36",2024-01-25 12:00:00,1.0559,4.4218,7.796,5.041,21.047,5.688,26.4569734444444,873.108804444444,2941.67537777778,1835.94228333333,977.5138,230.3601,30,176,0.8522,0.059685,1.66985,0.0353,2754.31195,277.5718,-4.79633103456459,0.00825999758064498,865.896927832094,0.000865896927832093,1.26840045576556e-06,1268.40045576556,2.03451433104796e-05,0.0203451433104796,20.3451433104796,1825.53663706145,0.0021082609007887,-0.864616908251431,-0.0525985191500778,0.399630292748723,0.406099577861212,396.967941533509,93.5491393660665
"37",2024-01-25 13:00:00,1.1388,4.5186,7.778,7.443,71.889,5.841,27.80998,928.808364444444,2041.55546055556,1685.69576111111,977.5138,230.3601,30,176,0.8164,0.112145,1.6034,0.06785,3095.2784,277.6686,-4.78955022511758,0.00831619737439413,921.084210762736,0.000921084210762736,1.34924099529369e-06,1349.24099529369,2.16418255645107e-05,0.0216418255645107,21.6418255645107,1936.76644136519,0.00210270290027161,-0.868833885520797,-0.0523461815076152,0.398049039275297,0.404633789005736,395.535112699395,93.2114800987402
"38",2024-01-25 14:00:00,1.212,4.603,7.791,11.33,86.752,6.403,27.4523429444444,857.294897222222,620.841322222222,1579.70107777778,977.5138,230.3601,30,176,0.24565,0.0446,0.54715,0.0818,3370.5664,277.753,-4.78364236950995,0.00836547368250415,850.123219321365,0.000850123219321365,1.24529449659071e-06,1245.29449659071,1.99745237253149e-05,0.0199745237253149,19.9745237253149,1783.09847377339,0.0020974588544903,-0.872505173411156,-0.0523196761356214,0.396600877815448,0.403284216056651,394.215886517558,92.9005923392317
"39",2024-01-25 15:00:00,1.2673,4.8234,8.317,12.143,96.923,6.919,26.4598473888889,715.322601666667,258.366866111111,1506.57667222222,977.5138,230.3601,30,176,0.11775,0.032615,0.31045,0.10575,3502.2764,277.9734,-4.76823377222871,0.00849537210232112,709.245669992308,0.000709245669992308,1.03893142723153e-06,1038.93142723153,1.66644600927938e-05,0.0166644600927938,16.6644600927938,1472.91958390708,0.0020767410309647,-0.882068171013088,-0.0555357011808566,0.391564951853723,0.398479373925007,389.519087027055,91.793748425302
"40",2024-01-25 16:00:00,1.2986,4.8242,8.421,11.83,81.953,6.942,25.7119401111111,531.958446666667,173.228292777778,1354.20042222222,977.5138,230.3601,30,176,0.10015,0.02589,0.27835,0.0921,3609.50035,277.9742,-4.76817789271623,0.00849584683283132,527.439009182356,0.000527439009182356,7.72613758210682e-07,772.613758210682,1.23927246816993e-05,0.0123927246816993,12.3927246816993,1094.53606779523,0.00207518982999,-0.882102819011507,-0.0562289895116969,0.391280021218266,0.398190557840493,389.23676531878,91.7272167231917
"41",2024-01-25 17:00:00,1.2854,4.7486,8.318,11.067,136.611,6.793,24.7753390555556,419.223808333333,193.658946666667,1099.78594444444,977.5138,230.3601,30,176,0.0974,-0.00937,0.273,-0.03485,3637.566,277.8986,-4.77346010548601,0.00845108827884238,415.680910920516,0.000415680910920516,6.08906025552808e-07,608.906025552809,9.76685264986705e-06,0.00976685264986705,9.76685264986705,865.087282092671,0.00208113305029321,-0.878826557580226,-0.0556494852037868,0.392791617626599,0.399620137763745,390.634199421962,92.0565348972702
"42",2024-01-25 18:00:00,1.2388,4.6642,6.778,10.74,66.963,6.313,23.8941701111111,449.130817222222,801.554452777778,1091.40452777778,977.5138,230.3601,30,176,0.0825,-0.019475,0.24565,-0.07195,3570.1356,277.8142,-4.77936099934236,0.0084013661512367,445.357504776934,0.000445357504776934,6.52377487297444e-07,652.377487297444,1.0464134896251e-05,0.010464134896251,10.464134896251,939.105884540838,0.00210865624687566,-0.875164091952321,-0.0454452269090451,0.398276289880122,0.405077096291467,395.968451688838,93.3136004094119
"43",2024-01-25 19:00:00,1.1838,4.7756,6.148,9.638,69.65,5.966,23.1430084444444,485.537437222222,1570.04234444444,1106.16853333333,977.5138,230.3601,30,176,0.09155,-0.02161,0.2625,-0.0796,3496.77375,277.9256,-4.77157322985254,0.00846704948489477,481.426367714493,0.000481426367714493,7.05212600482897e-07,705.212600482897,1.13116101117457e-05,0.0113116101117457,11.3116101117457,1016.40213777065,0.00211123072173193,-0.879997121075164,-0.0411030495289218,0.398080843240737,0.405040663394427,395.932838029207,93.3052077236065
"44",2024-01-25 20:00:00,1.118,4.8142,5.611,8.54,60.693,5.804,22.6880457777778,464.520681111111,2306.45085555556,1016.50440222222,977.5138,230.3601,30,176,0.06455,-0.00938,0.1984,-0.03475,3429.898,277.9642,-4.76887641262763,0.00848991438692349,460.576940297522,0.000460576940297522,6.74671525225423e-07,674.671525225423,1.08217312646158e-05,0.0108217312646158,10.8217312646158,974.958069011448,0.00211681911035678,-0.881669686086031,-0.0374756103353015,0.398859802339284,0.40588960596521,396.762691107555,93.5007702191064
"45",2024-01-25 21:00:00,1.0499,4.8041,5.334,7.221,52.88,5.672,22.4404566111111,425.222896666667,3054.14879444444,1001.09677833333,977.5138,230.3601,30,176,0.00515,-0.000565,0.0142,-0.002,3420.9149,277.9541,-4.76958197512654,0.00848392633449684,421.615336935605,0.000421615336935605,6.17599010156752e-07,617.599010156752,9.9062881229143e-06,0.0099062881229143,9.9062881229143,894.464844931541,0.00212151875553843,-0.88123214912741,-0.0356348074389363,0.39976957651735,0.406800632796123,397.653232406943,93.7106344509782
"46",2024-01-25 22:00:00,0.9887,4.7513,5.293,5.94,43.763,5.568,22.0340993333333,424.20783,3915.03002777778,953.21778,977.5138,230.3601,30,176,0.21095,-0.01527,0.4738,-0.0337,3392.15875,277.9013,-4.77327139936397,0.00845268320140284,420.622135601455,0.000420622135601455,6.16144129114436e-07,616.144129114436,9.88295183099555e-06,0.00988295183099555,9.88295183099555,893.957175699605,0.00212532128015878,-0.878943637443371,-0.0354090212208458,0.400775980995074,0.407747267535444,398.578580928188,93.9287013241915
"47",2024-01-25 23:00:00,0.9632,4.6539,5.362,4.943,40.417,5.497,21.6774910555556,479.561963333333,4670.51730555556,1053.290615,977.5138,230.3601,30,176,0.1184,-0.00466,0.3121,-0.01545,3361.4766,277.8039,-4.7800814082466,0.00839531591190175,475.535889151818,0.000475535889151818,6.96583991865149e-07,696.583991865149,1.1173207229517e-05,0.011173207229517,11.173207229517,1012.99350442373,0.00213021462214039,-0.874716782399613,-0.0359607560042171,0.402251590783559,0.409105109649925,399.905890333314,94.2414939694676
"48",2024-01-26,0.9736,4.5846,5.388,4.38,38.287,5.463,21.6903554444444,553.981464444444,5106.24122222222,1190.85507777778,977.5138,230.3601,30,176,0.3812,-0.020965,0.79815,-0.0241,3291.463,277.7346,-4.78492999379059,0.00835470902748703,549.35311050239,0.00054935311050239,8.04714410388321e-07,804.714410388321,1.29076191426287e-05,0.0129076191426287,12.9076191426287,1172.34925248623,0.00213405409029923,-0.871705234136158,-0.0361997408309887,0.403368406342082,0.410138616101247,400.916157151871,94.4795726189448
"49",2024-01-26 01:00:00,0.9992,4.5569,5.406,3.816,42.083,5.441,21.4761987777778,618.909268888889,5390.96031111111,1249.01262222222,977.5138,230.3601,30,176,0.41845,-0.008335,0.86725,-0.0063,3239.8576,277.7069,-4.78686879009473,0.00833852664091655,613.748477461949,0.000613748477461949,8.99043319725361e-07,899.043319725361,1.44206548483948e-05,0.0144206548483948,14.4206548483948,1310.64700356627,0.00213547903041035,-0.870500519039911,-0.0363466275841369,0.403795326639406,0.410531753232718,401.300454123176,94.5701357278642
"50",2024-01-26 02:00:00,1.0447,4.5045,6.946,6.926,36.97,5.737,21.4624602777778,597.555819444444,3071.27782222222,1259.85548888889,977.5138,230.3601,30,176,0.3153,0.000325,0.6763,0.00035,3237.13735,277.6545,-4.79053759480393,0.00830799026567884,592.5913315133,0.0005925913315133,8.68051486053943e-07,868.051486053943,1.39235458363052e-05,0.0139235458363052,13.9235458363052,1253.80972667587,0.00211580841635671,-0.868220055122247,-0.0467638005209424,0.400523092226335,0.407128094126146,397.973330376007,93.7860684757084
"51",2024-01-26 03:00:00,1.0667,4.2811,7.454,10.762,34.267,6.217,21.9849064444444,448.759447222222,727.023293888889,1098.42885611111,977.5138,230.3601,30,176,0.622,-0.002855,1.2435,-0.00075,3228.1151,277.4311,-4.806196514673,0.00817890938433665,445.089084368027,0.000445089084368027,6.5198429434566e-07,651.98429434566,1.04578280813044e-05,0.0104578280813044,10.4578280813044,944.410710532727,0.00212184648804335,-0.858475449501942,-0.0504740966060988,0.402947279332521,0.409262701618995,400.05993865785,94.2777968712219
"52",2024-01-26 04:00:00,1.0908,4.1557,7.833,11.608,33.406,6.452,22.3537379444444,335.398312777778,390.846267777778,943.688415,977.5138,230.3601,30,176,0.41185,-0.00102,0.85465,-0.0013,3235.62665,277.3057,-4.81499869164319,0.00810723309373944,332.679160476841,0.000332679160476841,4.87321741432896e-07,487.321741432896,7.81664073258366e-06,0.00781664073258366,7.81664073258366,706.565951264398,0.00212386598021845,-0.852989793630336,-0.0532125634127362,0.404055773616595,0.410203072091493,400.97916377183,94.4944207073036
"53",2024-01-26 05:00:00,1.0522,4.1623,7.842,11.193,38.407,6.419,22.1658669444444,269.835276111111,403.715631666667,754.435785555556,977.5138,230.3601,30,176,0.27665,-0.005685,0.6049,-0.0062,3200.39955,277.3123,-4.81453519599022,0.00811099163196248,267.646644444566,0.000267646644444566,3.92059510648177e-07,392.059510648177,6.28863455079677e-06,0.00628863455079677,6.28863455079677,568.301855003949,0.00212332889950225,-0.853278795386075,-0.0532646188394956,0.403917990990086,0.410072952930038,400.851970495863,94.464446444259
"54",2024-01-26 06:00:00,1.0132,4.2126,7.69,10.862,36.009,6.387,22.138682,233.504373888889,487.958698888889,696.467171666667,977.5138,230.3601,30,176,0.172,-8.50000000000001e-05,0.4109,-1e-04,3195.1203,277.3626,-4.81100361217105,0.00813968691854767,231.603721391322,0.000231603721391322,3.39262395242864e-07,339.262395242864,5.44176881969554e-06,0.00544176881969554,5.44176881969554,491.582966366688,0.00212251756324805,-0.855480305659043,-0.0521643634766939,0.40347341915759,0.409695905430859,400.483401362159,94.3775897446431
