Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
20	9_FTS_1000_20240208	Unknown	5.817 	301.6807 	8.06 	4.6948 	15.60 
21	10_FTS_1100_20240208	Unknown	5.823 	165.0078 	7.49 	2.5679 	8.27 
22	10_FTS_1100_20240208_dup	Unknown	5.823 	162.3022 	7.47 	2.5258 	8.12 
23	11_FTS_1200_20240208	Unknown	5.847 	314.2336 	8.36 	4.8902 	15.65 
24	11_FTS_1200_20240208_spk	Spiked	5.817 	479.2411 	12.30 	7.4581 	23.48 
25	Standard 1	Check Standard	5.833 	0.4652 	6.81 	0.7240 	2.25 
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
27	12_FTS_1300_20240208	Unknown	5.813 	346.1742 	8.56 	5.3873 	16.99 
28	13_FTS_1400_20240208	Unknown	5.807 	369.2100 	8.53 	5.7458 	18.36 
29	14_FTS_1500_20240208	Unknown	5.817 	359.1480 	8.60 	5.5892 	17.70 
30	15_FTS_1600_20240208	Unknown	5.840 	356.3100 	8.52 	5.5450 	17.56 
31	16_FTS_ISCO_1600_20240208	Unknown	5.813 	354.4345 	8.61 	5.5158 	17.41 
32	17_FTS_1700_20240208	Unknown	5.813 	353.8722 	8.54 	5.5071 	17.47 
33	18_FTS_ISCO_1700_20240208	Unknown	5.850 	354.9488 	8.51 	5.5238 	17.67 
34	19_FTS_1800_20240208	Unknown	5.823 	346.5941 	8.52 	5.3938 	17.05 
35	20_FTS_ISCO_1800_20240208	Unknown	5.813 	355.1798 	8.56 	5.5274 	17.64 
36	20_FTS_ISCO_1800_20240208_dup	Unknown	5.817 	350.6139 	8.55 	5.4564 	17.26 
37	21_FTS_1900_20240208	Unknown	5.803 	332.5324 	8.42 	5.1750 	16.56 
38	21_FTS_1900_20240208_spk	Spiked	5.843 	493.7560 	12.01 	7.6840 	24.26 
39	Standard 2	Check Standard	5.820 	0.9543 	6.90 	1.4851 	4.97 
40	Lab Blank	Unknown	5.817 	0.0077 	33.26 	0.0120 	0.06 
41	22_FTS_ISCO_1900_20240208	Unknown	5.820 	345.2216 	8.56 	5.3724 	16.86 
42	23_FTS_2000_20240208	Unknown	5.813 	335.9362 	8.47 	5.2279 	16.53 
43	24_FTS_ISCO_2000_20240208	Unknown	5.847 	329.3079 	8.59 	5.1248 	16.12 
44	25_FTS_2100_20240208	Unknown	5.823 	323.1550 	8.51 	5.0290 	15.74 
45	26_FTS_ISCO_2100_20240208	Unknown	5.827 	312.3196 	8.42 	4.8604 	15.37 
46	27_FTS_ISCO_2200_20240208	Unknown	5.830 	327.1936 	8.52 	5.0919 	15.98 
47	28_FTS_ISCO_2300_20240208	Unknown	5.833 	321.5626 	8.43 	5.0043 	15.86 
48	29_FTS_ISCO_2400_20240208	Unknown	5.850 	364.0463 	8.60 	5.6654 	17.81 
49	30_FTS_ISCO_0000_20240209	Unknown	5.837 	375.7586 	8.70 	5.8477 	18.34 
50	30_FTS_ISCO_0000_20240209_dup	Unknown	5.837 	365.8922 	8.67 	5.6941 	17.90 
51	31_FTS_ISCO_0100_20240209	Unknown	5.837 	372.3070 	8.61 	5.7940 	18.24 
52	31_FTS_ISCO_0100_20240209_spk	Spiked	5.850 	533.6427 	11.92 	8.3047 	25.89 
53	Standard 3	Check Standard	5.827 	2.0009 	7.24 	3.1139 	10.06 
54	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
55	32_FTS_ISCO_0200_20240209	Unknown	5.837 	378.2833 	8.46 	5.8870 	18.67 
56	33_FTS_ISCO_0300_20240209	Unknown	5.860 	358.5714 	8.45 	5.5802 	17.83 
57	34_FTS_ISCO_0400_20240209	Unknown	5.830 	363.8499 	8.55 	5.6623 	17.81 
58	35_FTS_ISCO_0500_20240209	Unknown	5.833 	352.5708 	8.47 	5.4868 	17.52 
59	36_FTS_ISCO_0600_20240209	Unknown	5.847 	337.6767 	8.49 	5.2550 	16.47 
60	37_FTS_ISCO_0700_20240209	Unknown	5.843 	337.2135 	8.51 	5.2478 	16.52 
61	38_FTS_ISCO_1000_20240209	Unknown	5.870 	320.8980 	8.46 	4.9939 	15.95 
62	39_FTS_ISCO_1100_20240209	Unknown	5.870 	343.3952 	8.64 	5.3440 	16.53 
63	40_FTS_ISCO_1200_20240209	Unknown	5.870 	368.8938 	8.79 	5.7408 	17.65 
64	40_FTS_ISCO_1200_20240209_dup	Unknown	5.860 	367.4327 	8.72 	5.7181 	17.66 
65	41_FTS_ISCO_1300_20240209	Unknown	5.873 	373.4110 	8.71 	5.8111 	17.85 
66	41_FTS_ISCO_1300_20240209_spk	Spiked	5.887 	535.4124 	12.09 	8.3322 	25.49 
67	Standard 4	Check Standard	5.843 	10.4546 	7.56 	16.2698 	46.35 
68	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
69	42_FTS_GW1_20240215	Unknown	5.883 	364.0741 	6.58 	5.6658 	17.13 
70	43_FTS_GW2_20240215	Unknown	5.903 	586.9491 	6.83 	9.1343 	27.09 
71	44_FTS_GW4_1045_20240215	Unknown	5.937 	569.2508 	8.44 	8.8588 	26.52 
72	45_FTS_GW6_1145_20240215	Unknown	5.907 	473.5191 	8.62 	7.3690 	22.07 
73	46_FTS_TMP_FW1_20240216	Unknown	5.940 	26.3858 	4.79 	0.8212 	2.15 
74	47_FTS_TMP_FW2_20240216	Unknown	5.950 	28.0354 	6.31 	0.8726 	2.20 
75	48_FTS_TMP_FS1_20240216	Unknown	5.937 	20.7028 	3.28 	0.6444 	1.56 
76	49_FTS_0800_20240215	Unknown	5.937 	264.9264 	8.20 	4.1229 	12.81 
77	50_FTS_0900_20240215	Unknown	5.907 	249.0243 	8.20 	3.8754 	11.96 
78	50_FTS_0900_20240215_dup	Unknown	5.913 	252.5462 	8.23 	3.9302 	12.09 
79	51_FTS_1000_20240215	Unknown	5.913 	189.5250 	7.74 	2.9494 	9.11 
80	51_FTS_1000_20240215_spk	Spiked	5.893 	355.5483 	13.77 	5.5331 	17.16 
81	Standard 5	Check Standard	5.870 	19.7706 	7.22 	30.7675 	84.24 
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
83	52_FTS_1100_20240215	Unknown	5.927 	298.2550 	8.42 	4.6415 	14.17 
84	53_FTS_1200_20240215	Unknown	5.930 	311.4669 	8.50 	4.8471 	14.86 
85	54_FTS_1300_20240215	Unknown	5.983 	285.7232 	8.27 	4.4465 	13.75 
86	55_FTS_1400_20240215	Unknown	5.980 	291.0752 	8.16 	4.5298 	14.25 
87	56_FTS_1500_20240215	Unknown	6.007 	286.0542 	8.23 	4.4517 	14.14 
88	57_FTS_1600_20240215	Unknown	5.967 	281.3007 	8.12 	4.3777 	13.76 
89	58_FTS_1700_20240215	Unknown	5.950 	343.6677 	8.56 	5.3483 	16.26 
90	59_FTS_1800_20240215	Unknown	5.950 	447.2781 	8.82 	6.9607 	21.08 
91	60_FTS_1900_20240215	Unknown	5.960 	454.1605 	8.70 	7.0678 	21.43 
92	60_FTS_1900_20240215_dup	Unknown	5.973 	442.5189 	8.63 	6.8866 	21.18 
93	61_TEMPEST_Aquifer_A_20240124	Unknown	5.973 	12.5365 	2.44 	0.3902 	1.08 
94	61_TEMPEST_Aquifer_A_20240124_spk	Spiked	5.963 	105.2023 	17.82 	3.2744 	8.96 
95	Standard 1	Check Standard	6.003 	0.4381 	6.27 	0.6818 	2.24 
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	62_TEMPEST_Aquifer_B_20240124	Unknown	5.970 	15.5534 	2.96 	0.4841 	1.11 
98	63_TEMPEST_Aquifer_C_20240124	Unknown	5.963 	11.4268 	2.37 	0.3557 	0.96 
99	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
100	Standard 1	Check Standard	6.013 	0.4449 	6.36 	0.6924 	2.23 
101	Standard 2	Check Standard	5.983 	0.9609 	6.77 	1.4954 	4.94 
102	Standard 3	Check Standard	5.973 	1.9939 	7.07 	3.1029 	9.98 
103	Standard 4	Check Standard	5.943 	10.5412 	7.51 	16.4045 	46.20 
104	Standard 5	Check Standard	5.913 	20.6787 	7.47 	32.1808 	85.01 
105	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			6.013 	586.9491 	100.00 	32.1808 	85.64 
Average			5.864 	253.2683 	9.63 	5.6609 	17.13 
Minimum			5.533 	0.0070 	0.01 	0.0094 	0.04 
Standard Deviation			0.076 	177.5497 	10.82 	5.6160 	15.40 
Relative Standard Deviation			1.29%	70.10%	112.26%	99.21%	89.93%
